"airtableID","Unique ID","Primary Field","Title","Work type","Year","publisher","spatial.country","spatial.city","Page no","Issue","Volume","Source link","[commentaries]","person","Complete","news_items","name-major-poet","person-author","topics-decade","commentaries_relation","References","site section"
"","apdp.work.000331","Les Élégies majeures (1979)","Les Élégies majeures","Single Author|Selected Works","1979","[""Éditions Regard""]","[""France""]","[""Paris""]","","",""," - ","","""[Senghor, Léopold Sédar](apdp.person.itn.001141)|Poet;;;[Senghor, Léopold Sédar](apdp.person.itn.001141)|Work Author""","","","","[""Senghor, Léopold Sédar""]","1970","","",""
"","apdp.work.000332","Éthiopiques (1956)","Éthiopiques","Single Author|Selected Works","1956","[""Breal""]","","","","",""," - ","","""[Senghor, Léopold Sédar](apdp.person.itn.001141)|Poet;;;[Senghor, Léopold Sédar](apdp.person.itn.001141)|Work Author""","","","","[""Senghor, Léopold Sédar""]","1950","","",""
"","apdp.work.000333","Chants d'ombres (1945)","Chants d'ombres","Single Author|Selected Works","1945","[""Aux Editions du Seuil""]","[""France""]","[""Paris""]","","",""," - ","","""[Senghor, Léopold Sédar](apdp.person.itn.001141)|Poet;;;[Senghor, Léopold Sédar](apdp.person.itn.001141)|Work Author""","","","","[""Senghor, Léopold Sédar""]","1940","","",""
"","apdp.work.000334","Nocturnes (1971)","Nocturnes","Single Author|Selected Works","1971","[""Third Press""]","","","","",""," - ","","""[Senghor, Léopold Sédar](apdp.person.itn.001141)|Poet;;;[Senghor, Léopold Sédar](apdp.person.itn.001141)|Work Author""","","","","[""Senghor, Léopold Sédar""]","1970","","",""
"","apdp.work.000335","La Belle Histoire de Leuk-le-Lièvre (1953)","La Belle Histoire de Leuk-le-Lièvre","Single Author|Selected Works","1953","[""EDICEF REVUES""]","","","","",""," - ","","""[Senghor, Léopold Sédar](apdp.person.itn.001141)|Poet;;;[Senghor, Léopold Sédar](apdp.person.itn.001141)|Work Author""","","","","[""Senghor, Léopold Sédar""]","1950","","",""
"","apdp.work.000336","Poèmes (1964)","Poèmes","Single Author|Selected Works","1964","[""Aux Editions du Seuil""]","","","","",""," - ","","""[Senghor, Léopold Sédar](apdp.person.itn.001141)|Poet;;;[Senghor, Léopold Sédar](apdp.person.itn.001141)|Work Author""","","","","[""Senghor, Léopold Sédar""]","1960","","",""
"","apdp.work.000337","Hosties noires (1949)","Hosties noires","Single Author|Selected Works","1949","[""Aux Editions du Seuil""]","[""France""]","[""Paris""]","","",""," - ","","""[Senghor, Léopold Sédar](apdp.person.itn.001141)|Poet;;;[Senghor, Léopold Sédar](apdp.person.itn.001141)|Work Author""","","","","[""Senghor, Léopold Sédar""]","1940","","",""
"","apdp.work.000338","Chants d'ombre (1945)","Chants d'ombre","Single Author|Selected Works","1945","[""Aux Editions du Seuil""]","[""France""]","[""Paris""]","","",""," - ","","""[Senghor, Léopold Sédar](apdp.person.itn.001141)|Poet;;;[Senghor, Léopold Sédar](apdp.person.itn.001141)|Work Author""","","","","[""Senghor, Léopold Sédar""]","1940","","",""
"","apdp.work.000339","La Poésie de l'action: conversation avec Mohamed Aziza (1980)","La Poésie de l'action: conversation avec Mohamed Aziza","Single Author|Selected Works","1980","[""Stock""]","[""France""]","[""Paris""]","","",""," - ","","""[Senghor, Léopold Sédar](apdp.person.itn.001141)|Poet;;;[Senghor, Léopold Sédar](apdp.person.itn.001141)|Work Author""","","","","[""Senghor, Léopold Sédar""]","1980","","",""
"","apdp.work.000340","Black, French and African: A life of Léopold Sédar Senghor (1990)","Black, French and African: A life of Léopold Sédar Senghor","Single Author|Full Length","1990","[""Harvard University Press""]","[""United States""]","[""Cambridge""]","","",""," - ","","""[Senghor, Léopold Sédar](apdp.person.itn.001141)|Mentioned Poet;;;[Senghor, Léopold Sédar](apdp.person.itn.001141)|Work Author""","","","","[""Senghor, Léopold Sédar""]","1990","","",""
"","apdp.work.000341","The Poetry of Léopold Sédar Senghor (1973)","The Poetry of Léopold Sédar Senghor","Single Author|Full Length","1973","[""Heinemann""]","[""England""]","[""London""]","","",""," - ","","""[Senghor, Léopold Sédar](apdp.person.itn.001141)|Mentioned Poet;;;[Senghor, Léopold Sédar](apdp.person.itn.001141)|Work Author""","","","","[""Senghor, Léopold Sédar""]","1970","","",""
"","apdp.work.000342","Who's Who in Africa: the political, military and business leaders of Africa (1973)","Who's Who in Africa: the political, military and business leaders of Africa","Single Author|Full Length","1973","[""African Development""]","","","","",""," - ","","""[Senghor, Léopold Sédar](apdp.person.itn.001141)|Mentioned Poet;;;[Senghor, Léopold Sédar](apdp.person.itn.001141)|Work Author""","","","","[""Senghor, Léopold Sédar""]","1970","","",""
"","apdp.work.000343","Africa Talks Back: Interviews with Anglophone African authors (2002)","Africa Talks Back: Interviews with Anglophone African authors","Single Author|Full Length","2002","[""Africa World Press""]","","","","",""," - ","","""[Saro-Wiwa, Ken](apdp.person.itn.000816)|Mentioned Poet;;;[P'Bitek, Okot](apdp.person.itn.001284)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Brutus, Dennis Vincent](apdp.person.itn.000779)|Mentioned Poet;;;[Liyong, Taban Lo](apdp.person.itn.001247)|Mentioned Poet""","","","","","2000","","",""
"","apdp.work.000344","The Ordeal of the African Writer (2001)","The Ordeal of the African Writer","Single Author|Full Length","2001","[""Zed Books""]","[""England""]","[""London""]","","",""," - ","","""[Saro-Wiwa, Ken](apdp.person.itn.000816)|Mentioned Poet;;;[P'Bitek, Okot](apdp.person.itn.001284)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Brutus, Dennis Vincent](apdp.person.itn.000779)|Mentioned Poet;;;[Liyong, Taban Lo](apdp.person.itn.001247)|Mentioned Poet""","","","","","2000","","",""
"","apdp.work.000345","Songs by the Stoep (1905)","Songs by the Stoep","Single Author|Selected Works","1905","[""R. A. Thompson""]","","","","",""," - ","","""[Runcie, John](apdp.person.itn.000597)|Poet;;;[Runcie, John](apdp.person.itn.000597)|Work Author""","","","","[""Runcie, John""]","1900","","",""
"","apdp.work.000346","Idylls by Two Oceans (1910)","Idylls by Two Oceans","Single Author|Selected Works","1910","[""Cape Times""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Runcie, John](apdp.person.itn.000597)|Poet;;;[Runcie, John](apdp.person.itn.000597)|Work Author""","","","","[""Runcie, John""]","1910","","",""
"","apdp.work.000347","Heuningsteen (1980)","Heuningsteen","Single Author|Selected Works","1980","[""Human & Rousseau""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Rousseau, Ina](apdp.person.itn.000528)|Poet;;;[Rousseau, Ina](apdp.person.itn.000528)|Work Author""","","","","[""Rousseau, Ina""]","1980","","",""
"","apdp.work.000348","Grotwater (1989)","Grotwater","Single Author|Selected Works","1989","[""Human & Rousseau""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Rousseau, Ina](apdp.person.itn.000528)|Poet;;;[Rousseau, Ina](apdp.person.itn.000528)|Work Author""","","","","[""Rousseau, Ina""]","1980","","",""
"","apdp.work.000349","Versamelde gedigte: 1954-1984 (1982)","Versamelde gedigte: 1954-1984","Single Author|Collected Works","1982","[""Human & Rousseau""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Rousseau, Ina](apdp.person.itn.000528)|Poet;;;[Rousseau, Ina](apdp.person.itn.000528)|Work Author""","","","","[""Rousseau, Ina""]","1980","","",""
"","apdp.work.000350","Kwiksilwersirkel (1978)","Kwiksilwersirkel","Single Author|Selected Works","1978","[""Human & Rousseau""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Rousseau, Ina](apdp.person.itn.000528)|Poet;;;[Rousseau, Ina](apdp.person.itn.000528)|Work Author""","","","","[""Rousseau, Ina""]","1970","","",""
"","apdp.work.000351","Taxa (1970)","Taxa","Single Author|Selected Works","1970","[""Human & Rousseau""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Rousseau, Ina](apdp.person.itn.000528)[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet;;;[Rousseau, Ina](apdp.person.itn.000528)[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Work Author""","","","","[""Rousseau, Ina"", ""Soyinka , Wole 'Akinwande Oluwole Babatunde'""]","1970","","",""
"","apdp.work.000352","’n Onbekende jaartal (1995)","’n Onbekende jaartal","Single Author|Selected Works","1995","[""Human & Rousseau""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Rousseau, Ina](apdp.person.itn.000528)|Poet;;;[Rousseau, Ina](apdp.person.itn.000528)|Work Author""","","","","[""Rousseau, Ina""]","1990","","",""
"","apdp.work.000353","Die verlate tuin (1954)","Die verlate tuin","Single Author|Selected Works","1954","[""A. A. Balkema""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Rousseau, Ina](apdp.person.itn.000528)|Poet;;;[Rousseau, Ina](apdp.person.itn.000528)|Work Author""","","","","[""Rousseau, Ina""]","1950","","",""
"","apdp.work.000354","Die stil middelpunt (2003)","Die stil middelpunt","Single Author|Selected Works","2003","[""Human & Rousseau""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Rousseau, Ina](apdp.person.itn.000528)|Poet;;;[Rousseau, Ina](apdp.person.itn.000528)|Work Author""","","","","[""Rousseau, Ina""]","2000","","",""
"","apdp.work.000355","L’Ombre et le vent (1947)","L’Ombre et le vent","Single Author|Selected Works","1947","[""Imprimerie Nationale""]","[""Madagascar""]","[""Tananarive""]","","",""," - ","","""[Ranaivo, Flavien](apdp.person.itn.000909)|Poet;;;[Ranaivo, Flavien](apdp.person.itn.000909)|Work Author""","","","","[""Ranaivo, Flavien""]","1940","","",""
"","apdp.work.000356","Le Retour au bercail (1962)","Le Retour au bercail","Single Author|Selected Works","1962","[""Imprimerie Nationale""]","[""Madagascar""]","[""Tananarive""]","","",""," - ","","""[Ranaivo, Flavien](apdp.person.itn.000909)|Poet;;;[Ranaivo, Flavien](apdp.person.itn.000909)|Work Author""","","","","[""Ranaivo, Flavien""]","1960","","",""
"","apdp.work.000357","Mes chansons de toujours (1955)","Mes chansons de toujours","Single Author|Selected Works","1955","[""Chez l'auteur""]","[""France""]","[""Paris""]","","",""," - ","","""[Ranaivo, Flavien](apdp.person.itn.000909)|Poet;;;[Ranaivo, Flavien](apdp.person.itn.000909)|Work Author""","","","","[""Ranaivo, Flavien""]","1950","","",""
"","apdp.work.000358","Tasks and Masks: Themes and Styles of African Literature (1982)","Tasks and Masks: Themes and Styles of African Literature","Single Author|Full Length","1982","[""Longmans""]","[""England""]","[""London""]","","",""," - ","","""[Ranaivo, Flavien](apdp.person.itn.000909)|Mentioned Poet;;;[Rabearivelo, Jean-Joseph](apdp.person.itn.000378)|Mentioned Poet;;;[Rabemananjara, Jacques](apdp.person.itn.000652)|Mentioned Poet""","","","","","1980","","",""
"","apdp.work.000359","Antidote (1961)","Antidote","Single Author|Selected Works","1961","[""Présence Africaine""]","[""France""]","[""Paris""]","","",""," - ","","""[Rabemananjara, Jacques](apdp.person.itn.000652)|Poet;;;[Rabemananjara, Jacques](apdp.person.itn.000652)|Work Author""","","","","[""Rabemananjara, Jacques""]","1960","","",""
"","apdp.work.000360","Oeuvres complètes, poésie (1978)","Oeuvres complètes, poésie","Single Author|Selected Works","1978","[""Présence Africaine""]","[""France""]","[""Paris""]","","",""," - ","","""[Rabemananjara, Jacques](apdp.person.itn.000652)|Poet;;;[Rabemananjara, Jacques](apdp.person.itn.000652)|Work Author""","","","","[""Rabemananjara, Jacques""]","1970","","",""
"","apdp.work.000361","Thrènes d'avant l'aurore: Madagascar (1985)","Thrènes d'avant l'aurore: Madagascar","Single Author|Selected Works","1985","[""Présence Africaine""]","[""France""]","[""Paris""]","","",""," - ","","""[Rabemananjara, Jacques](apdp.person.itn.000652)|Poet;;;[Rabemananjara, Jacques](apdp.person.itn.000652)|Work Author""","","","","[""Rabemananjara, Jacques""]","1980","","",""
"","apdp.work.000362","Rien qu'encens et filigrane (1987)","Rien qu'encens et filigrane","Single Author|Selected Works","1987","[""Présence Africaine""]","[""France""]","[""Paris""]","","",""," - ","","""[Rabemananjara, Jacques](apdp.person.itn.000652)|Poet;;;[Rabemananjara, Jacques](apdp.person.itn.000652)|Work Author""","","","","[""Rabemananjara, Jacques""]","1980","","",""
"","apdp.work.000363","Sur les marches du soir (1940)","Sur les marches du soir","Single Author|Selected Works","1940","[""Editions Ophrys""]","[""France""]","[""Paris""]","","",""," - ","","""[Rabemananjara, Jacques](apdp.person.itn.000652)|Poet;;;[Rabemananjara, Jacques](apdp.person.itn.000652)|Work Author""","","","","[""Rabemananjara, Jacques""]","1940","","",""
"","apdp.work.000364","Lamba (1956)","Lamba","Single Author|Selected Works","1956","[""Présence Africaine""]","[""France""]","[""Paris""]","","",""," - ","","""[Rabemananjara, Jacques](apdp.person.itn.000652)|Poet;;;[Rabemananjara, Jacques](apdp.person.itn.000652)|Work Author""","","","","[""Rabemananjara, Jacques""]","1950","","",""
"","apdp.work.000365","Rites millénaires (1955)","Rites millénaires","Single Author|Selected Works","1955","[""Seghers""]","","","","",""," - ","","""[Rabemananjara, Jacques](apdp.person.itn.000652)|Poet;;;[Rabemananjara, Jacques](apdp.person.itn.000652)|Work Author""","","","","[""Rabemananjara, Jacques""]","1950","","",""
"","apdp.work.000366","Antsa (1956)","Antsa","Single Author|Selected Works","1956","[""Présence Africaine""]","[""France""]","[""Paris""]","","",""," - ","","""[Rabemananjara, Jacques](apdp.person.itn.000652)|Poet;;;[Rabemananjara, Jacques](apdp.person.itn.000652)|Work Author""","","","","[""Rabemananjara, Jacques""]","1950","","",""
"","apdp.work.000367","Les ordalies, sonnets d'outre-temps (1972)","Les ordalies, sonnets d'outre-temps","Single Author|Selected Works","1972","[""Présence Africaine""]","[""France""]","[""Paris""]","","",""," - ","","""[Rabemananjara, Jacques](apdp.person.itn.000652)|Poet;;;[Rabemananjara, Jacques](apdp.person.itn.000652)|Work Author""","","","","[""Rabemananjara, Jacques""]","1970","","",""
"","apdp.work.000368","Sylves (1927)","Sylves","Single Author|Selected Works","1927","[""Imprimerie de l'Imerina""]","[""Madagascar""]","[""Tananarive""]","","",""," - ","","""[Rabearivelo, Jean-Joseph](apdp.person.itn.000378)|Poet;;;[Rabearivelo, Jean-Joseph](apdp.person.itn.000378)|Work Author""","","","","[""Rabearivelo, Jean-Joseph""]","1920","","",""
"","apdp.work.000369","Poèmes (Presque-songes, Traduit de la nuit) (1960)","Poèmes (Presque-songes, Traduit de la nuit)","Single Author|Selected Works","1960","[""Imprimerie Nationale""]","[""Madagascar""]","[""Tananarive""]","","",""," - ","","""[Rabearivelo, Jean-Joseph](apdp.person.itn.000378)|Poet;;;[Rabearivelo, Jean-Joseph](apdp.person.itn.000378)|Work Author""","","","","[""Rabearivelo, Jean-Joseph""]","1960","","",""
